text,label,novel
the track pad is accurate and never seems to be over sensitive or get in the way,0,0
"it charges fast, the battery lasts more than 7 hours deppending on the use",0,0
it is very fast,0,0
the 12-thread processor is great for rendering on the go,0,0
amazing quality screen 144hz 3ms response time is a game changer.,0,0
the resolution is awesome.,0,0
the glass touchpad is the best i ever experianced in windows operating system,0,0
"the keyboard has a lovely (and silent!) touch and isn't cramped at all, and the keyboard isn't the only quiet part - the fan is silent.",0,0
set up was very easy and straight forward that also had tips to help you out if you weren't use to windows 10,0,0
build quality of chassis is top tier.,0,0
it is super lightweight,0,0
the lights behind the keyboard is pretty cool too . . . easy to customize the look.,0,0
this computer is very fast and runs anything i throw at it with exceptional performance,0,0
charging is amazingly fast. it took less than an hour to get to 100% from when it arrived.,0,0
"this thin laptop complete with gold accents is perfect for carrying around, as i will be starting college soon.",0,0
i am using this laptop for music production and it has done the job well!,0,0
the monitor is 144hz with nice colors & small bezel,0,0
"the illuminated keyboard can have its color changed, as a cool thing",0,0
"keyboard is smooth, mouse is amazing",0,0
graphics/processor are great on high and epic quality,0,0
"the keyboard is so beautiful, the graphic",0,0
updates and getting everything up to speed was lightening fast.,0,0
the screen is very crisp and so is the audio that comes from the speakers!,0,0
gaming performance is really good for something this thin with the 2080 max-q.,0,0
"with front webcam for conference calls, excellent sound, the price-point is 'spot-on.'",0,0
tracking is good and smooth,0,0
the battery life for this is around 7 hours which is very far above average for gaming laptops,0,0
machine learning is a breeze for deep neural networks when training on the nvidia 2080 rtx gpu even on this max-q version.,0,0
"this is a well constructed machine, looks pretty, works fast enough for the use most people needs.",0,0
"they are lighter, usually faster, and less glitchy/problematic",0,0
the keyboard is good,0,0
easy to carry to and from work and also has the power of a gaming desktop.,0,0
quality of the lcd is the best i have seen in a laptop to date,0,0
the specs and potability are fantastic.,0,0
"the laptop is super fast, great to use to stream tv shows.",0,0
it's so cool to have a moveable workstation,0,0
"it's only 1080p, but the refresh rate is 144hz and it looks extremely smooth just doing regular things like browsing the web or watching videos.",0,0
"it includes so many desirable features, including a wonderful back lit keyboard.",0,0
the specs of the computer are great and it is fast and snappy.,0,0
"i think its a pretty good idea to keep the camera separate from the laptop, it allows for a high quality camera and audio.",0,0
it turns on almost instantly thanks to the ssd and i have yet to find a single stutter as i power my way through massive photoshop and illustrator files.,0,0
this laptop is noticeably faster at everything and the screen is superior.,0,0
it is very snappy and the screen is great.,0,0
the specs on this laptop are very high end keeping it very fast,0,0
the colors and viewing angles are quite good,0,0
"i found the build quality great, and the keyboard is super nice to type.",0,0
ssd has a fast boot and resume from sleep,0,0
"we were pleased with the aesthetics, the screen display was attractive",0,0
i am able to run multiple plugins live with no audible latency!,0,0
great thin design will swivel door usb-a allows an ultra-thin profile but still has 2 usb-a ports.,0,0
"the voice options nice as users can select speed, intonation and other features",0,0
great size considering what it has packed inside .69 inches thick x 14” wide x 10” deep,0,0
i really like the individual led lights for the keyboard.,0,0
the laptop display is pretty nice and per key rgb is also a huge visual plus point.,0,0
"keyboard is good, fingerprint reader is also very reliable for me so far",0,0
it looks nice and handles real good,0,0
fans keeping my system cool and hopefully primed for years of use,0,0
the screen to body ratio is great.,0,0
"with the 13"" screen, the pixel density is great and makes 1080p video look great.",0,0
"great alienware options like keyboard colors, etc.",0,0
i love the black and gold design with the slim bezel and light weight,0,0
surprisingly fast 2 in 1 tablet for the price,0,0
"visually, the laptop is appealing with the classic alienware design and illuminated heads adorning a slate gray lid (with no latch).",0,0
the keyboard has a nice feel and the lighted keys can be nice for working in dimly lit spaces.,0,0
it is fast and capable of handling programs like photoshop (,0,0
"it has plenty of storage place, beautiful graphics, impressive speed.",0,0
it's very light in the hand for its screen size.,0,0
the design is sleek and pleasing,0,0
incredibly thin top and side bezels make it look even better,0,0
cortana literally talks you through the process and it takes just a few minutes.,0,0
sound is good. can hear the dialog in my movies quite fine. the music sounds nice.,0,0
the screen is bright and the touchscreen responsive.,0,0
the pen feature is very responsive while she was writing and drawing.,0,0
this is the best trackpad on a windows machine that you're going to find.,0,0
it is extremely fast and quiet.,0,0
very light and easy to move around while being built well,0,0
"the programmable keyboard allows for both a creative design for your home, and a simple business oriented design for work.",0,0
some other features i enjoy and was surprised by are the sound system and the charging system,0,0
the graphics are great.,0,0
"msi managed to squeeze a powerful desktop into a 5lb, slim laptop form factor",0,0
the processing power is a good bang for the buck with an intel 8th gen i7,0,0
my new zenbook is a very attractive light blue aluminum and has blue metallic keys instead of black plastic.,0,0
interesting keyboard lighting options and sufficient hardware to run the games i like.,0,0
"good built-in quality, excellent performance, keyboard feels really good and awesome rgb light customization",0,0
all of the fan and rgb settings are pretty easy to understand and configure at the basic level which is nice for people who don't have a good grasp on these things.,0,0
i use this laptop for casual video/photo editing and this laptop can easily finish these tasks due to its high-performance 6-core processor and amazing gtx 1060 graphics card,0,0
battery life lasts long,0,0
keys feel great for typing and gaming,0,0
very thin and easy to carry around,0,0
the speakers are the best laptop speakers i have ever had,0,0
"it has a great screen, comfortable keyboard, it is light, and best of all, it runs games really well.",0,0
the touch screen/stylus is responsive and the keyboard is decent,0,0
that's plenty fast for the typical user,0,0
the battery life seems to be pretty good for everyday tasks and the fans are quiet,0,0
the pen is a fantastic addition,0,0
i was really impressed at how thin and lightweight it is.,0,0
"it feels like a sturdy build, and i really like the thin screen bezels.",0,0
powering on and setting up was extremely easy.,0,0
"this is surprisingly light for such a burly-looking machine, less than a half-pound heavier than my xps 9570, not hard to carry around.",0,0
the touch screen is very responsive and having the included pen to use is a great extra for many apps.,0,0
it is gorgeous and the all-aluminum body is outstanding!!!,0,0
the best of both worlds between a desire for a tablet and a desire for a laptop comes with the purchase of a 2-in-1 laptop.,0,0
good performance for the price,0,0
"the laptop is awesome - it is fast for any game i played on it, it works well and does what it is supposed to do.",0,0
it is ultra portable which i like,0,0
it's fast enough to do everything i need and won't weigh you down.,0,0
it is a very cool laptop with good hardware preference,0,0
the keyboard has good feeling with decent travel distance while typing.,0,0
when i received my computer the gold trim and individual rgb lighting was breath taking,0,0
the coolest thing is how lightweight it is,0,0
"the keyboard uses the steelseries technology which allows you to customize the keybinds, colors, and animate the keyboard! this is very unique and well designed!",0,0
screen looks great and works well,0,0
screen resolution is excellent,0,0
the ssd is expandable if you're willing to take a heat gun to it and open it up,0,0
"i was pleasantly surprised to encounter a light weight, very versatile and downright peppy performance on this new model.",0,0
i love the ratio of the display and how comfortable the keyboard is when you type.,0,0
"very light and thin for a 17"".",0,0
"the backlit keyboard is well-designed, with the keys having a surprising amount of travel for so thin a laptop.",0,0
the gold bezel is pretty snazzy. it's sleek,0,0
the synchronization and effects you can come up with are enough to make you feel you are in your batcave,0,0
there is a super easy to use power saving mode that extends the battery life,0,0
it is really light and thin so i can take it when i travel.,0,0
the keyboard is very nice with a quiet yet tactile feel to it.,0,0
oled pannel is stunning at full brightness,0,0
surround sound dts app in the armoury crate software using a headset/earbuds sounds fantastic.,0,0
"love the finger scanner security, it just blind in with the power button",0,0
stays acceptably cool with minimal throttling.,0,0
i like that they use the 75% keyboard layout so you have your arrows and navigation/editing buttons on the right and a full function row.,0,0
"i actually like the keyboard as it feels solid, good typing performance, and good enough feedback in the keys to let you feel that you are typing.",0,0
it’s very light weight and performance is good,0,0
the membrane keyboard feels decent and is very quiet.,0,0
the amd graphics card and processor surprised me with great performance / speed,0,0
"it is a pretty nice machine with very respectable specs, speed and parts list.",0,0
"the design is incredible and very, very sturdy. very beautiful!",0,0
"everythings working great out of the box, very powerfull, sound and display is amazing.",0,0
the tablet is easy to use and the battery is good,0,0
"the keyboard rgb is awesome, key customization with steelseries engine works like a charm",0,0
the onboard software packed with this is very nice and limited,0,0
"transfer speed is great and makes backing things up less of a ""i'll do it some other time"" feeling.",0,0
"the display is fantastic. very vibrant colors, and 144hz makes it that much better.",0,0
boot time is short and everything runs incredibly fast even with the highest game settings,0,0
this is definitely a solid machine and the tablet mode is superb,0,0
it works really well and is very fast.,0,0
"the chassis and screen have minimal flex, appears to be sturdy",0,0
"keyboard has a nice layout, they don't do any funky adjustments to key sizes or locations.",0,0
"excellent keyboard and trackpad, some of the best i've used on a laptop. i love the crisp feeling of the keys",0,0
the windows 10 runs fast.,0,0
i like that you can customize the keyboard lighting so that you can distinguish the sound control keys from the volume control keys,0,0
it really has fine metal finished chassis and i love the way it looks.,0,0
it still feels solid.,0,0
"the keyboard is surprisingly good for a laptop, very impressed and great for gaming",0,0
"it is so thin and light, which make it convenient to do my work on",0,0
i am having a lot of fun designing keyboard light layouts,0,0
it includes windows 10 and was so easy to set up.,0,0
this is so versatile that i found myself using the touch screen and voice instructions frequently,0,0
"17+” of smooth 144hz refresh rate. back lid made of aluminum, really thin plastic bezels with a 1” chin",0,0
i love the fact they removed the windows key from the wasd side of the keyboard,0,0
love the clean look of the keyboard without having a cramped numpad,0,0
the touchpad works very well which surprised me.,0,0
the display is very good.,0,0
i was surprised at how fast it downloaded what i wanted.,0,0
"the display is outstanding, beginning with the matt finish 1920x1080 hd screen.",0,0
"the screen is gorgeous, and quite an upgrade from most laptops in the price range.",0,0
"it is light weight, has a touch screen, pencil and everything you could possibly want.",0,0
the unboxing surprised me in how lightweight the laptop was compared to my work laptop.,0,0
the dragon center is a tool worth loving and i can't be more happier with my purchase,0,0
"looks great and does not have an overly aggressive ""gaming laptop"" design aside from the msi logo.",0,0
"it really hits a perfect balance of power, size, and battery life.",0,0
i like the fact that i can turn on the built in intel gpu (uhd graphics 630) vs having the nvidia gpu on all the time. this in turn means the battery will last longer on basic use.,0,0
the resolution is almost overkill for a screen this size,0,0
the display is crisp and the colors are vibrant.,0,0
the boot time is fast due to the ssd hard drive,0,0
the sound is clear,0,0
track pad works great with lots of features,0,0
i bought this laptop for college as it will provide adequate battery life for everyday use while also giving the power to game when plugged in during the evening,0,0
large ips display pefect for movies and a fast refresh rate for shooter games.,0,0
transfer rates were excellent as were launch/use.,0,0
extrimly happy with screen quality and it preformance,0,0
the laptop chassis itself feels sturdy,0,0
"it works as advertised, is reasonably fast and easily expandable.",0,0
a blazing fast and beautiful 144hz screen to make full use of the powerful ray tracing-enabled graphics card.,0,0
finger-print sign-in works great.,0,0
wireless network on my ac network is amazingly fast.,0,0
it is good for the price,0,0
very easy process and a clean installation of windows 10 with no weird bios crashes or anything like that,0,0
sound quality is much higher than you'd expect for laptop speakers.,0,0
runs games like fortnite and gta on highest settings and quality.,0,0
the mousepad is smooth to work with,0,0
was super easy to unscrew the bottom and add in an extra ssd,0,0
"it's light, sturdy, sharp looking, with impressive performance",0,0
the screen is crisp and vibrant,0,0
its less than a quarter thick and can play most games on ultra settings.,0,0
the rgb keyboard is also beautiful and very responsive.,0,0
"the smooth monitor, best in graphics for laptops, easy gliding keyboard, and software that help enhance the over all experience when using this beauty.",0,0
the touchscreen is responsive,0,0
the keyboard is super easy to get used to and works very well!,0,0
the design is sleek and streamline,0,0
the omen takes around 10 seconds to startup into window 10!,0,0
this laptop plays mass effect on the highest settings without even kicking the fans up,0,0
"i'm very happy that they included an ethernet port, as it allows me to avoid using vpn authentication at work",0,0
this is very sufficient for 1080p gaming at high to very high settings.,0,0
"the refresh rate is superb, and the hd graphics are wonderful.",0,0
"the computer is fast, clean and good looking",0,0
the build quality of this laptop is solid.,0,0
the performance is great and the keyboard and display are very good.,0,0
the light up led and the difference in color for the moba keys it was nice,0,0
"it brought me close many times to visual climax, the stunning quality of the graphics.",0,0
"lightweight, bright, excellent graphics.",0,0
the keyboard is stunning and takes a little bit of getting used to,0,0
top of the laptop is metal and the rest is a super sturdy brushed plastic.,0,0
it has a mode where it will use 50% of the battery and then start to charge to prolong battery life.,0,0
"the display is absolutely magnificent and msi's ""true color"" options really make a huge difference.",0,0
all in all a great rtx2080 laptop that handles all games in ultra video settings at frame rates that are very comparable to desktops.,0,0
"despite being light, the weight is proportioned perfectly. when using one hand to open the laptop, the bottom is heavy enough to not be lifted up with the screen.",0,0
i really love the keyboard (i type faster on it than my mechanical keyboard sometimes) and the display is stunning,0,0
keyboard is soft and nice,0,0
"having all this power is a thin, light laptop is amazing",0,0
"playing games, the graphics processor pretty much screams.",0,0
"games like a beast, 120-140 fps on titles like fortnite/pubg on high",0,0
fantastic display regardless of being 1080p,0,0
keyboard feels nice and solid,0,0
the keyboard is feels responsive and amazing to type on.,0,0
very aesthetic design with the thin bezel and gold lining.,0,0
i think the m.2 ssd slot is very useful,0,0
it's really quick and powerful and runs any game i've played flawlessly.,0,0
booting up the unit was fast,0,0
it’s light and compact build. bezel seems to be strong so far and it can run most games well,0,0
"the display on this laptop is excellent. 1080p is plenty for a 15"" laptop, and the bezels are almost imperceptible in regular use.",0,0
great performer and excellent build quality.,0,0
"the screen is bright, and the keyboard is solid despite the low travel and shift key, to which you will adjust to quickly.",0,0
the keyboard is well love you and the tactile feel is good.,0,0
"this comes with a very nice 512 gb ssd, and it's an m.2 drive which means it's crazy fast.",0,0
"when you hit the ""fn"" key for hotkeys, the hotkeys light up red and turn off all other key lights making it easy to see where they all are.",0,0
"i was completely blown away at the size, power, and design of this laptop",0,0
the amount of ports on it is perfect,0,0
this is a great choice - you have a lot of headroom in this cpu to take on whatever you are going to throw at it,0,0
display is bright and sharp.,0,0
"i love typing on this keyboard, visually the rgb is stunning, and this laptop cruises.",0,0
set-up is a breeze,0,0
monitor is so wide and i have enough monitor space to process other works at the same time,0,0
i bough this to use all through collage and how small and light it is is very good,0,0
it's very fast and reliable,0,0
"beautiful design, especially the rose gold edging",0,0
first look the laptop is solid,0,0
per-key rgb lighting is a perk though,0,0
powerful gaming system in a slim form factor.,0,0
"it is sleek, light and looks great.",0,0
matte black with copper accents is simple and professional,0,0
the screen is very easy to see,0,0
"the screen bezel is super-thin, yet they managed to fit a camera on the tip edge.",0,0
it is a very powerful laptop that is also quite light for how powerful it is.,0,0
the color scheme is awesome,0,0
its great fantastic build quality beautiful screen best 1500 purchase ive done in a long time!,0,0
"this is a very decent, very beautiful ultrabook and i especially love the mix of materials and color choice- it looks classy, business and professional.",0,0
"aside of better graphics and newer intel, it's pretty lightweight compare to the nitro 5.",0,0
"the battery is good for a performance laptop, the quality is great so far, and it's extremely convenient that it's so light.",0,0
the audio is the best i've encountered,0,0
it is worth for the quality and durability.,0,0
"its build quality is solid, having its body made of an aluminum alloy.",0,0
the rgb on presets alone on the keyboard are impressive,0,0
"the touch screen was very responsive, even with the protective screen film still on.",0,0
"the dragon center is incredible, i'm able to monitor everything about my laptop",0,0
the screen hinge that raises the back for more air,0,0
the batter life works pretty well,0,0
"i found the performance outstanding, not only were all my games very smother and fast but the quality on the screen was clear",0,0
it constantly rain into black screen problems,0,0
the keyboard and touchpad are adequate,0,0
"it has a full-size keyboard with slightly raised keys, so it's easy to touch type, and i am able to render videos and 3d images in a fraction of the time it'd normally take on my desktop pc.",0,0
it is blazing fast with the intel 720p 512gb and a 2tb for mass storage.,0,0
the front camera is a embarrassment for a $1200 laptop,0,0
can be charged by the supplied round plug-in charger or a 45 watt usb-c charger which is phenomenal since you can then carry one charger for the laptop and your phone,0,0
i am particularly impressed with the build quality and the attention to little details,0,0
the exterior is nice and sleek,0,0
the bezel is thin just right for me,0,0
"considering the screen size, it is easy to lift.",0,0
it has a good angle of vision and you do not se pixels.,0,0
"best laptop gaming experience, lightweight, superb design, good in middle games, distinctive performance in business, programming, 2-d design programs and a very convenient price",0,0
the contrast ratio and blacks really make the display pop.,0,0
being under 5 pounds makes this laptop very portable and doesn't fatigue your legs over long gaming sessions.,0,0
the keys feel wonderful. the hotkeys on the keyboard are super helpful and function well.,0,0
"the laptop's monitor is high quality, and the high refresh rate makes watching live sports or gaming look great",0,0
"the display is crisp: small text is clear, and the colors are full",0,0
the screen is super bright,0,0
physically this laptop is outstanding,0,0
got to set up the rgb lighting of the keyboard and it was so pleasing to see while typing this review,0,0
the processor is an 8th generation intel i7 with 6 cores so it can accomplish any tasks needed,0,0
fast as lightning with i7,0,0
the screen looks amazing and that 144 refresh rate as well as 3ms response time makes everything feel buttery smooth.,0,0
"for a gaming laptop, it feels more solid than most laptops i've worked on.",0,0
it is light and this feature is very important for me since i carry it to school with me.,0,0
i am a fan of the matte black and coppery gold aesthetic.,0,0
its super sharp and the colors are rich and brings new life to your images.,0,0
its the best value for money after a lot of research i did,0,0
the rgb keyboard is a great touch,0,0
you are wowed by how both light and elegant it is in your hands,0,0
the weight is pretty light and the size is great.,0,0
battery life is excellent.,0,0
"beautiful full hd screen, one of the best i've seen on a laptop, very crisp and colorful",0,0
the battery life is more than satisfactory and lasts for several hours doing productivity tasks/web browsing without video.,0,0
i like multi-display support as in the last couple of days,0,0
the build quality is excellent,0,0
features and design are sleek and sophisticated.,0,0
vibrant display with good viewing angles thanks to the ips display.,0,0
the trackpad has good sensitivity and response as well.,0,0
"looks great, works great, is lightweight and portable, and gets the job done.",0,0
"along with the fully customizable keyboard, there is also the great screen scan is super fast and has great pixels.",0,0
"it's lightweight, fast & the graphics are good quality.",0,0
the dedicated gpu is very basic but can handle most things you throw at it,0,0
"you even have a key to change the fan speed to be silent, moderate or over-boost which i find awesome when playing games.",0,0
the display looks incredible,0,0
"the power it packs on the size, temperatures and weight it has is astonishing.",0,0
screen resolution is great for gaming with no lag.,0,0
"its nice, compact and powerful for on the go assignments and gaming.",0,0
the keyboard has very good feeling to it,0,0
"it doesn't get overly hot or loud, even playing games.",0,0
the os works fine with and without the keyboard and it's pretty intuitive.,0,0
the steelseries keyboard is one of the best i've ever used,0,0
msi makes it easy to keep the machine's drivers updated.,0,0
the feel and look is impressive from the start.,0,0
it is well made and its so nice having 17 inch screen on a thin and lite.,0,0
the fingerprint scanner is an added bonus to login,0,0
clean installation with a new m.2 ssd (512gb) was pretty fast,0,0
the keyboard is generously sized and the keys have a nice solid feel,0,0
i like that the windows key is back on the left,0,0
starting the pc up and getting running only takes seconds.,0,0
the acer swift 5 thin & lightweight laptop is a nice product,0,0
"perfect cpu and gpu combination, powerful enough but not super hot.",0,0
it’s a fast and well built gaming laptop.,0,0
the keyboard is actually very solid in terms of the feel of a key press,0,0
the notebook is very light-weight for everything it delivers.,0,0
"booting it up and logging in is very quick, even after installing all of my usual software",0,0
keyboard is fantastic and plesent to type on,0,0
"it has a 256gb solid state hard drive, which makes it lighter and faster.",0,0
i love how light weight the entire thing is.,0,0
pads for the screen and chassis when closing the laptop,0,0
the speed of this computer is fantastic,0,0
the design of the keyboard and touchpad are large fit your hands great as well as the keyboard effects.,0,0
"build quality is fantastic, very very solid machine.",0,0
it's very thin and lightweight and really beautiful.,0,0
wifi was strong and fast as well,0,0
"the viewing angles are great, and the body itself is simply beautiful",0,0
playing all games max settings and running smooth,0,0
acer has good build quality and a solid feel,0,0
this is the lightest-weight laptop i have ever used at about 2 pounds.,0,0
"this laptop feels well, looks great, and performs like a champ",0,0
the build is awesome made me feel like i was using a premium device and the hand touch is not bad at all.,0,0
large screen with bright crisp graphics,0,0
hdmi2 output 4k to my lg 4k monitor very well.,0,0
"the feel of it is quite nice, and it is a very svelte form factor.",0,0
excellent value and just a great computer.,0,0
the keyboard is fantastic,0,0
"after playing around with it some, i've noticed how smoothly everything runs, and the screen just looks amazing.",0,0
it's insanely light and very portable,0,0
this laptop is incredibly spec'd for the price,0,0
this is blazingly fast,0,0
the wifi card on this seems really strong as i always have a consistent fast connection with no drop outs.,0,0
it was very accurate and really just worked like it should.,0,0
the build quality is very solid and much improved from the 2018 model.,0,0
the key-board is crisp and easy to type on.,0,0
the gold looks super sleek and its just overall a beautiful thing.,0,0
it is slim and lightweight.,0,0
the screen is really amazing.,0,0
there are the usual ports you would expect to find.,0,0
"the combination of the powerful processor and fast, plentiful memory makes this machine perfect for a power user like me.",0,0
"very fast, excellent keyboard and screen",0,0
"the new generation of intel processor is noticeable, smooth and fast!",0,0
the white looks great for us gamers that are trying to pass this as a business laptop,0,0
i love that you can control the fan on this computer.,0,0
the picture is bright and clear and really pops,0,0
"i've being using this for a few weeks now and am thrilled with the performance, screen quality and light weight.",0,0
"screen looks good, touch-pad nice, a full size laptop at this price",0,0
it is super powerful and runs all games great,0,0
works better\faster than expected,0,0
screen itself is nice and sharp and does run at 120hz.,0,0
"i felt the laptop as i ran my fingers on her keyboard, never got stuck at all and the key presses were smooth.",0,0
the fingerprint recognizer is amazingly good and fast,0,0
the 144hz display is extremely crisp and smooth,0,0
it is very fast and has a beautiful display.,0,0
"elegant, sleek design, gorgeous 4k display and it's very powerful for an ultrabook.",0,0
"this laptop feels generally solid, with little body flex, and it looks super sleek and premium",0,0
it is very slim and light and extremely portable,0,0
"it defaults to this nice breathing ripple, and has a bunch of other cool settings.",0,0
the sound is pretty solid,0,0
the biggest merit of this product is the weight,0,0
this is a great laptop for the price and the visual design of it is fantastic.,0,0
"i love about this laptop is that the exterior is very muted as opposed to most other ""gaming"" laptops with their red highlights and harsh angles and design.",0,0
the keyboard is great and from an old school typist like me,0,0
"with intel's new 6-core i7, performance is excellent",0,0
"cost is less than half my high end laptops, and this is more convenient, lighter, more battery power, and almost as good graphic performance.",0,0
it seems as a very nice well constructed unit.,0,0
i find the screen opens and closes very smooth with the right amount of tension and the hinges are very sturdy,0,0
its the current generation 6 core and runs smoothly and flawlessly,0,0
"i love the light weight and portability, the extra cores are nice for running visual studio, sql server, and iis all at the same time with no degradation to performance.",0,0
the screen is nice and the 14 inch size is a nice compromise vs the larger 15.6 and 13 inch sizes.,0,0
"the laptop feels very sturdy, but it is very lightweight.",0,0
it’s a great tool for everyday use school and work for both light and heavy use that use a new storage option called an m.2 that loads data faster than traditional solid state drives (ssds),0,0
the quality of the graphics is outstanding.,0,0
per key rgb is beautiful and stunning. pressing the fn key lights up the available fn key is cool.,0,0
the razer chroma lighting is awesome,0,0
screen is bright and clear (1080p) and the mat screen finish keeps reflections and glare down to a minimum.,0,0
great value buy for a student/professional that works alot and likes to game as well.,0,0
it seems to have all the power i expected of it and the aesthetics are a lovely upgrade for me.,0,0
the battery life is wonderful and lasts quite long.,0,0
it is lightning fast and the gaming power inside makes for an all around great laptop that is worth every penny,0,0
the quality of picture is clear and precise,0,0
"it is very easy to switch between tablet mode and pc mode, portable.",0,0
"the slimness is a major plus, and the battery life is much higher than expected",0,0
"the rgb lightning on this looks really good, the keyboard feels great.",0,0
"it does look like a sleek, high tech seal and its little pulsing glow keyboard makes me feel like i'm on the bridge of the enterprise.",0,0
play's every game i have tried without issue.,0,0
fan stays peacefully quiet,0,0
this is much stronger than traditional glass screens,0,0
it is very portable being less than 5lbs.,0,0
the battery life looks decent; it can easily last two full movies on battery or typing a document all day.,0,0
the screen was very good though crystal image,0,0
the screen quality is pretty good,0,0
"its amazingly fast, has a high refresh rate",0,0
the touch screen is easy to use.,0,0
"this is a great piece of hardware, packing a hexacore i7 and an rtx270 with monitor running at 144hz.",0,0
"thermals are great and the hotkey to toggle between silent, balanced, and turbo is wonderful.",0,0
rgb is cool and very easy to customize with the included acer app.,0,0
the per key lighting is awesome.,0,0
it’s a lightweight (3.1 lbs.) for a 14-inch unit,0,0
the 4k screen is beautiful and very responsive.,0,0
it is well built and really a great laptop for the price,0,0
this computer boots up rather quickly.,0,0
the overall design is super sleek and sexy. i like the black steel look.,0,0
the 144 hz display is smooth and steps-up the game performance for sure.,0,0
"the monitor is beautiful, the graphics card is great, and the aesthetics of this laptop are very appealing.",0,0
i have used it for gaming and adobe/affinity design with some video editing and it has been great very fast and eats anything i throw at it,0,0
extremely light and durable.,0,0
the speakers are very loud,0,0
the alienware is very devoid of bloatware,0,0
"out of the box set-up was simple, clean, and easy.",0,0
it is filled with wonderful features,0,0
"it is really sleek, the design is amazing, loved every physical aspect of it.",0,0
the mouse pad is great too for when you’re not using a gaming mouse.,0,0
powerful and very light compared to other full laptop rtx cards.,0,0
it is still very capable of toting in a briefcase,0,0
"the design is very contemporary, slim, portable and very light",0,0
the keyboard lights are nice,0,0
"ai will support all adobe software, which will allow up to a 30 percent boost in performance while editing in apps like adobe premiere",0,0
"it looks sleek, has amazing battery life, and more horsepower than my old desktop.",0,0
the steesseries keyboard is a nice touch and has the perfect amount of keytravel for my preference along with individual rgb customization lights.,0,0
"despite the fact that my old laptop was 17"" and this is 15"", i find it's easier on the eyes and has a far better display.",0,0
"the design is slim, slick, and professional, the lattermost of which was another significant selling point for me",0,0
i've been playing aaa titles as much as e-sports titles on ultra/high graphics settings with almost 200 frames per second and not crashing so far,0,0
"the thin bezzels allow this 17.3"" laptop to fit into bags designed for 15.6"" laptops.",0,0
"the internet speed and ability for the computer to take multiple windows, downloads and gaming at one time and not over heat is my favorite feature",0,0
the lap-top is visually pleasing and has backlit keys.,0,0
